"UG_PGT","Current_Degree_1","Current_Degree_2","Degree_Prog_1","Degree_Prog_2","Year_level","Tech_Familiarity","GenAI_Familiarity","GenAI_What_Ways","Familiarity_1","Familiarity_2","Familiarity_3","Familiarity_4","Familiarity_5","Familiarity_6","Familiarity_7","Familiarity_8","Benefit_Challenge_1","Benefit_Challenge_2","Benefit_Challenge_3","Benefit_Challenge_4","Benefit_Challenge_5","Benefit_Challenge_6","Benefit_Challenge_7","Benefit_Challenge_8","Benefit_Challenge_9","Future_1","Future_2","Future_3","Future_4","Future_5","Future_6"
"PGT",NA,"PTMSCOPRDS1F",NA,NA,NA,"Very familiar","Moderately familiar","Explaining concepts","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Neither agree nor disagree","Strongly agree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Neither agree nor disagree","Somewhat agree"
"UG","Others",NA,"Mathematics for Natural Sciences",NA,1,"Extremely familiar","Moderately familiar","Asking technical questions,Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Asking quick questions when stuck on a problem,Explaining concepts","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat agree"
"UG","Others",NA,"Mathematical Physics",NA,3,"Very familiar","Moderately familiar","Carrying on a conversation out of curiosity,Other (Please Specify)","Neither agree nor disagree","Strongly agree","Somewhat disagree","Strongly disagree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Neither agree nor disagree"
"UG","Others",NA,"Mechanical engineering (Bsc Hons)",NA,1,"Very familiar","Very familiar","Asking technical questions,Asking quick questions when stuck on a problem,Explaining concepts","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Strongly agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Strongly agree","Strongly disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Strongly agree"
"PGT",NA,"Others",NA,"Finance Technology and Policy",NA,"Extremely familiar","Very familiar","Asking technical questions,Asking general knowledge questions / advice,Asking quick questions when stuck on a problem,Explaining concepts,Writing essays","Strongly agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Strongly disagree",NA,"Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly agree"
"UG","Others",NA,"Philosophy and Mathematics",NA,4,"Moderately familiar","Moderately familiar","Asking technical questions,Explaining concepts,Other (Please Specify)","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly agree"
"UG","UTMATHB",NA,NA,NA,1,"Very familiar","Moderately familiar","Carrying on a conversation out of curiosity,Asking general knowledge questions / advice","Neither agree nor disagree","Strongly agree","Somewhat agree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Strongly agree","Somewhat agree","Strongly disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree"
"UG","Others",NA,"Economics and Mathematics",NA,1,"Moderately familiar","Not at all familiar",NA,"Neither agree nor disagree","Strongly agree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly agree","Strongly agree"
"UG","Others",NA,"Computer Science and Mathematics",NA,4,"Extremely familiar","Moderately familiar","Asking technical questions,Asking general knowledge questions / advice,Asking quick questions when stuck on a problem","Somewhat disagree","Strongly agree","Somewhat agree","Strongly disagree","Strongly agree","Strongly agree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree"
"UG","UTMATHB",NA,NA,NA,1,"Moderately familiar","Very familiar","Asking technical questions,Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Solving homework,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts,Writing essays","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly agree","Strongly agree"
"UG","UTMATMU",NA,NA,NA,3,"Moderately familiar","Slightly familiar","Have not used","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly agree"
"UG","Others",NA,"Mathematical Physics BSc",NA,3,"Extremely familiar","Moderately familiar","Carrying on a conversation out of curiosity,Asking quick questions when stuck on a problem,Other (Please Specify)","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Somewhat agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Strongly agree"
"UG","UTMMATHEMA1F",NA,NA,NA,3,"Extremely familiar","Very familiar","Asking technical questions,Asking general knowledge questions / advice,Solving homework,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts,Writing essays","Strongly agree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree"
"UG","Others",NA,"Political Science",NA,3,"Slightly familiar","Not at all familiar",NA,"Strongly disagree","Strongly agree","Somewhat disagree","Strongly disagree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree"
"UG","Others",NA,"Economics and Politics",NA,1,"Slightly familiar","Slightly familiar","Asking technical questions,Asking general knowledge questions / advice,Explaining concepts","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree"
"UG","Others",NA,"medicinal and biological chemistry",NA,1,"Extremely familiar","Slightly familiar","Carrying on a conversation out of curiosity,Solving homework,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts","Somewhat agree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat agree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat disagree","Strongly agree","Strongly agree"
"UG","UTMATHB",NA,NA,NA,2,"Very familiar","Moderately familiar","Asking general knowledge questions / advice","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly agree"
"UG","Others",NA,"Economics with Finance",NA,2,"Slightly familiar","Moderately familiar","Asking technical questions,Checking solutions,Explaining concepts","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree"
"UG","Others",NA,"Computer science and Mathematics",NA,1,"Extremely familiar","Slightly familiar","Asking general knowledge questions / advice,Explaining concepts","Neither agree nor disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat disagree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly disagree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Strongly agree"
"PGT",NA,"Others",NA,NA,NA,"Very familiar","Slightly familiar","Carrying on a conversation out of curiosity,Other (Please Specify)","Somewhat disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly agree"
"UG","UTMMATHEMA1F",NA,NA,NA,3,"Slightly familiar","Not at all familiar",NA,"Somewhat disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Strongly agree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Strongly agree"
